OTU	Kingdom	Phylum	Class	Order	Family	Genus	Specie
OTU_118	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae UCG-014	
OTU_378	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae UCG-014	
OTU_384	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae		
OTU_30	Bacteria	Cyanobacteria	Melainabacteria	Gastranaerophilales			
OTU_141	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae UCG-014	
OTU_43	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnospiraceae NK4A136 group	
OTU_26	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	
OTU_56	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiales vadinBB60 group		
OTU_258	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Oscillibacter	
OTU_103	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	GCA-900066575	
OTU_109	Bacteria	Firmicutes	Bacilli	Bacillales	Listeriaceae	Listeria	Listeria monocytogenes serotype 4b str. F2365
OTU_449	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	GCA-900066575	
OTU_375	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae		
OTU_240	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae		
OTU_34	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae UCG-014	
OTU_212	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminiclostridium 5	
OTU_232	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminiclostridium 9	uncultured Clostridiales bacterium
OTU_208	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae		
OTU_4	Bacteria	Cyanobacteria	Oxyphotobacteria	Synechococcales	Cyanobiaceae	Synechococcus CC9902	metagenome
OTU_32	Bacteria	Cyanobacteria	Oxyphotobacteria	Synechococcales	Cyanobiaceae	Synechococcus CC9902	metagenome
OTU_145	Bacteria	Cyanobacteria	Oxyphotobacteria	Synechococcales	Cyanobiaceae	Synechococcus CC9902	metagenome
OTU_155	Bacteria	Cyanobacteria	Oxyphotobacteria	Synechococcales	Cyanobiaceae		
OTU_275	Bacteria	Cyanobacteria	Oxyphotobacteria	Synechococcales	Cyanobiaceae	Synechococcus CC9902	metagenome
OTU_286	Bacteria	Cyanobacteria	Oxyphotobacteria	Synechococcales	Cyanobiaceae	Synechococcus CC9902	metagenome
OTU_336	Bacteria	Cyanobacteria	Oxyphotobacteria	Synechococcales	Cyanobiaceae	Synechococcus CC9902	
OTU_423	Bacteria	Cyanobacteria	Oxyphotobacteria	Synechococcales	Cyanobiaceae	Synechococcus CC9902	metagenome
OTU_453	Bacteria	Cyanobacteria	Oxyphotobacteria	Synechococcales	Cyanobiaceae	Synechococcus CC9902	metagenome
OTU_459	Bacteria	Cyanobacteria	Oxyphotobacteria	Synechococcales	Cyanobiaceae		
OTU_464	Bacteria	Cyanobacteria	Oxyphotobacteria	Synechococcales	Cyanobiaceae		
OTU_476	Bacteria	Cyanobacteria	Oxyphotobacteria	Synechococcales	Cyanobiaceae		
OTU_484	Bacteria	Cyanobacteria	Oxyphotobacteria	Synechococcales	Cyanobiaceae		
OTU_491	Bacteria	Cyanobacteria	Oxyphotobacteria	Synechococcales	Cyanobiaceae		
OTU_505	Bacteria	Cyanobacteria	Oxyphotobacteria	Synechococcales	Cyanobiaceae		
OTU_507	Bacteria	Cyanobacteria	Oxyphotobacteria	Synechococcales	Cyanobiaceae	Synechococcus CC9902	metagenome
OTU_510	Bacteria	Cyanobacteria	Oxyphotobacteria				
OTU_508	Bacteria	Cyanobacteria	Oxyphotobacteria	Synechococcales	Cyanobiaceae	Synechococcus CC9902	metagenome
OTU_516	Bacteria	Cyanobacteria	Oxyphotobacteria	Synechococcales	Cyanobiaceae		
OTU_519	Bacteria	Cyanobacteria	Oxyphotobacteria	Synechococcales	Cyanobiaceae	Synechococcus CC9902	
OTU_521	Bacteria	Cyanobacteria	Oxyphotobacteria	Synechococcales	Cyanobiaceae		
OTU_289	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnospiraceae UCG-008	
OTU_437	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminiclostridium 5	
OTU_458	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	A2	
OTU_20	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiales vadinBB60 group		
OTU_115	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae		
OTU_406	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae	Bilophila	
OTU_341	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Acetatifactor	
OTU_178	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae		
OTU_117	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnospiraceae NK4A136 group	
OTU_290	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiales vadinBB60 group		
OTU_359	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiales vadinBB60 group		
OTU_462	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae		
OTU_480	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae		
OTU_409	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae		Clostridiales bacterium CIEAF 013
OTU_327	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfobacterales			
OTU_344	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfobacterales			
OTU_357	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfobacterales			
OTU_402	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfobacterales			
OTU_419	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfobacterales	Desulfobulbaceae		
OTU_434	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfobacterales	Desulfobulbaceae	MSBL7	uncultured delta proteobacterium
OTU_478	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfobacterales	Desulfobulbaceae		
OTU_511	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfobacterales			
OTU_231	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiales vadinBB60 group		
OTU_309	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptococcaceae		
OTU_15	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae		
OTU_342	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae		
OTU_40	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	
OTU_483	Bacteria	Tenericutes	Mollicutes	Mollicutes RF39			
OTU_126	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	Saccharimonadaceae	Candidatus Saccharimonas	
OTU_381	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae		
OTU_29	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae		
OTU_430	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae		
OTU_64	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae UCG-014	
OTU_177	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae		
OTU_194	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae		
OTU_22	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	
OTU_425	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	
OTU_172	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae		
OTU_185	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnospiraceae NK4A136 group	
OTU_441	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae		
OTU_267	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiales vadinBB60 group		
OTU_70	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Tannerellaceae	Parabacteroides	Parabacteroides goldsteinii
OTU_353	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminiclostridium 5	
OTU_405	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae		
OTU_74	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae		
OTU_528	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae		
OTU_343	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Oscillibacter	
OTU_153	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae UCG-014	
OTU_241	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnospiraceae NK4A136 group	
OTU_164	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae		
OTU_387	Eukaryota	Fungi	Sordariomycetes	Hypocreales	Clavicipitaceae		
OTU_154	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae UCG-014	
OTU_456	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Roseburia	Eubacterium plexicaudatum ASF492
OTU_183	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Roseburia	mouse gut metagenome
OTU_433	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae		
OTU_124	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnospiraceae UCG-008	
OTU_3	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Turicibacter	
OTU_350	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae		
OTU_227	Bacteria	Tenericutes	Mollicutes	Mollicutes RF39			
OTU_272	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Oscillibacter	
OTU_263	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia	
OTU_373	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	GCA-900066225	
OTU_436	Bacteria	Kiritimatiellaeota	Kiritimatiellae	WCHB1-41			
OTU_128	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae		
OTU_230	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae		
OTU_186	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae		
OTU_364	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	A2	
OTU_284	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae NK4A214 group	
OTU_152	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Marvinbryantia	
OTU_136	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Roseburia	
OTU_235	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiales vadinBB60 group		
OTU_85	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae		
OTU_94	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Butyricicoccus	
OTU_250	Bacteria	Firmicutes	Clostridia	Clostridiales	Family XIII	Family XIII AD3011 group	
OTU_244	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnospiraceae NK4A136 group	
OTU_53	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae		
OTU_271	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminiclostridium 5	
OTU_255	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae		
OTU_358	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiales vadinBB60 group		
OTU_270	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae		
OTU_33	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	Saccharimonadaceae	Candidatus Saccharimonas	
OTU_221	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnospiraceae NK4A136 group	
OTU_88	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnospiraceae NK4A136 group	
OTU_279	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae UCG-013	
OTU_110	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae UCG-014	
OTU_502	Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	Eggerthellaceae	Enterorhabdus	
OTU_157	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminiclostridium	
OTU_146	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiales vadinBB60 group		
OTU_414	Bacteria	Firmicutes	Clostridia	Clostridiales	Family XIII	Family XIII AD3011 group	
OTU_253	Bacteria	Tenericutes	Mollicutes	Mollicutes RF39			
OTU_191	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Acetitomaculum	
OTU_457	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia	
OTU_314	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiales vadinBB60 group		
OTU_379	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiales vadinBB60 group		
OTU_321	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae		
OTU_199	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae		
OTU_170	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Roseburia	
OTU_144	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae UCG-014	
OTU_119	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae UCG-009	
OTU_445	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae		
OTU_356	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnospiraceae UCG-008	
OTU_280	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae		
OTU_320	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae		
OTU_57	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae		
OTU_256	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnospiraceae UCG-001	
OTU_440	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminiclostridium	
OTU_200	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae		
OTU_361	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae		
OTU_129	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae UCG-014	
OTU_201	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae		
OTU_308	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae		
OTU_352	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae		
OTU_463	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae		
OTU_500	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae		
OTU_513	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae		
OTU_522	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium	
OTU_54	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnospiraceae NK4A136 group	
OTU_245	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae		
OTU_121	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae UCG-014	
OTU_161	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnospiraceae UCG-008	
OTU_16	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminiclostridium 6	
OTU_13	Bacteria	Tenericutes	Mollicutes	Anaeroplasmatales	Anaeroplasmataceae	Anaeroplasma	
OTU_355	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminiclostridium 9	
OTU_176	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiales vadinBB60 group		
OTU_454	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnospiraceae FCS020 group	
OTU_61	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae		
OTU_25	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	
OTU_473	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	
OTU_496	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnospiraceae NK4A136 group	
OTU_333	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae		
OTU_195	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae		
OTU_182	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminiclostridium	
OTU_442	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnospiraceae NK4A136 group	
OTU_72	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae UCG-014	
OTU_247	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae UCG-014	
OTU_132	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnospiraceae UCG-006	
OTU_296	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae UCG-005	
OTU_512	Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	Eggerthellaceae	Enterorhabdus	
OTU_68	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae		
OTU_27	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae		
OTU_400	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminiclostridium 9	
OTU_266	Bacteria	Firmicutes	Clostridia	Clostridiales	Family XIII	Anaerovorax	
OTU_137	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae		
OTU_366	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotellaceae UCG-001	
OTU_140	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	GCA-900066575	
OTU_190	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Roseburia	uncultured Clostridiales bacterium
OTU_104	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnospiraceae NK4A136 group	
OTU_259	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnospiraceae NK4A136 group	
OTU_105	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae UCG-014	
OTU_268	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Butyricicoccus	
OTU_313	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminiclostridium 9	
OTU_328	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiales vadinBB60 group		
OTU_226	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae		
OTU_346	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiales vadinBB60 group		
OTU_75	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnospiraceae NK4A136 group	
OTU_295	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae		
OTU_431	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae		
OTU_143	Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	Eggerthellaceae	Enterorhabdus	
OTU_166	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnospiraceae NK4A136 group	
OTU_206	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae		
OTU_497	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Acetitomaculum	
OTU_95	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminiclostridium 5	
OTU_181	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiales vadinBB60 group		
OTU_371	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminiclostridium 9	
OTU_242	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae UCG-014	
OTU_261	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae		
OTU_196	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcaceae UCG-014	
OTU_91	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae		
